talk_id,WC,comment_num,duration,talk_event,film_date,main_speaker,published_date,view_count
721,895,179,417,TED2010,2010-02-11,Carter Emmart,2010-07-01,1678493
722,462,254,176,TED2010,2010-02-12,Mitchell Joachim,2010-07-02,1332785
723,2484,127,1029,TED2010,2010-02-12,Benoit Mandelbrot,2010-07-06,1212079
724,1952,296,675,TEDxEast,2010-05-07,Ellen  Gustafson,2010-07-07,664485
725,775,150,307,TED2010,2010-02-11,Nalini Nadkarni,2010-07-08,426610
726,1457,607,604,TED@Cannes,2010-06-21,Hans Rosling,2010-07-09,2934262
727,3117,368,1195,TEDxOilSpill,2010-06-28,Carl Safina,2010-07-12,594725
728,2988,459,986,TEDGlobal 2010,2010-07-13,Matt Ridley,2010-07-14,2156157
729,3848,141,1185,TEDGlobal 2010,2010-07-14,Ethan Zuckerman,2010-07-15,694714
730,3188,1217,1185,TEDGlobal 2010,2010-07-14,Elif Shafak,2010-07-16,1763449
731,2928,926,1173,TEDGlobal 2010,2010-07-16,Julian Assange,2010-07-19,2278271
732,3363,804,1102,TEDGlobal 2010,2010-07-13,Naif Al-Mutawa,2010-07-20,819361
733,2771,274,1110,TEDGlobal 2010,2010-07-15,Dimitar Sasselov,2010-07-21,1123482
734,1383,581,636,TEDGlobal 2010,2010-07-16,Tan Le,2010-07-21,2468906
735,1147,113,411,TED2010,2010-02-11,Kevin Stone,2010-07-22,486269
736,3406,959,1448,TEDGlobal 2010,2010-07-15,Sheena Iyengar,2010-07-26,3087856
737,2474,123,1002,TEDxOilSpill,2010-06-28,Susan Shaw,2010-07-27,220099
739,3044,58,1250,Mission Blue Voyage,2010-04-14,John Delaney,2010-07-28,332099
740,4441,613,1185,TEDGlobal 2010,2010-07-16,Laurie Santos,2010-07-29,1236817
741,1619,173,585,TEDGlobal 2010,2010-07-15,Lewis Pugh,2010-07-30,1029186
742,3048,169,1169,TEDGlobal 2010,2010-07-09,Jason Clay,2010-08-16,431548
743,2938,538,1102,TEDGlobal 2010,2010-07-15,Sheryl WuDunn,2010-08-17,1049847
745,1560,207,655,TEDGlobal 2010,2010-07-09,Peter Molyneux,2010-08-18,734490
746,1356,99,539,TEDGlobal 2010,2010-07-15,Jamil Abu-Wardeh,2010-08-19,799855
747,1585,287,554,TEDGlobal 2010,2010-07-16,Maz Jobrani,2010-08-19,4646183
748,2491,295,722,TEDxBoston 2010,2010-07-29,Seth Priebatsch,2010-08-20,816019
749,2956,285,1076,TEDGlobal 2010,2010-07-09,David McCandless,2010-08-23,2581998
750,1312,236,585,TEDGlobal 2010,2010-07-14,Lee Hotz,2010-08-24,592082
752,2341,66,855,Mission Blue Voyage,2010-04-12,Jim Toomey,2010-08-25,479113
753,3455,175,1034,TEDxOilSpill,2010-06-28,Lisa Margonelli,2010-08-26,452632
754,1159,137,458,TEDGlobal 2010,2010-07-15,Dan Cobley,2010-08-27,1373377
755,2797,396,1009,TEDGlobal 2010,2010-07-16,Nic Marks,2010-08-30,1597719
756,2992,568,1090,TEDGlobal 2010,2010-07-16,Johan Rockstrom,2010-08-31,924806
757,1794,215,1523,TEDIndia 2009,2009-11-04,His Holiness the Karmapa,2010-09-01,800001
758,518,582,195,TEDGlobal 2010,2010-07-15,Derek Sivers,2010-09-02,4657799
759,2354,175,848,TEDGlobal 2010,2010-07-15,Rachel Sussman,2010-09-03,1424250
760,2368,626,1033,TEDGlobal 2010,2010-07-15,Sugata Mitra,2010-09-07,2528934
761,2709,70,1011,TEDIndia 2009,2009-11-06,Alwar Balasubramaniam,2010-09-08,427590
762,3537,90,1238,Business Innovation Factory,2009-10-10,Carne Ross,2010-09-09,343532
763,2007,97,764,TEDxYYC,2010-02-26,Ben Cameron,2010-09-10,497710
765,3243,331,1094,Mission Blue Voyage,2010-04-15,Rob Dunbar,2010-09-13,547649
766,2845,484,1133,TEDGlobal 2010,2010-07-15,Chris Anderson,2010-09-14,1306536
767,609,241,241,TEDGlobal 2010,2010-07-15,Jessa Gamble,2010-09-15,2244295
768,3395,125,1074,TED@Cannes,2010-06-21,Nicholas Christakis,2010-09-16,568761
769,406,60,341,TEDGlobal 2010,2010-07-09,Caroline Phillips,2010-09-17,649740
770,1495,209,534,TEDGlobal 2010,2010-07-09,Christien Meindertsma,2010-09-20,1157394
771,3456,359,1065,TEDGlobal 2010,2010-07-15,Steven Johnson,2010-09-21,3951683
772,3001,40,1110,TEDGlobal 2010,2010-07-15,Mitchell Besser,2010-09-22,235221
773,1370,105,556,TEDGlobal 2010,2010-07-15,Annie Lennox,2010-09-22,484254
774,721,159,255,TEDxBerlin,2010-02-02,Fabian Hemmert,2010-09-23,875821
775,1294,229,434,TEDGlobal 2010,2010-07-09,Julian Treasure,2010-09-23,1147609
777,745,141,310,TED@Cannes,2010-06-15,Gary Wolf,2010-09-27,865560
778,2660,411,1165,TEDGlobal 2010,2010-07-16,Sebastian Seung,2010-09-28,942928
779,1491,68,641,TEDGlobal 2010,2010-07-15,Inge Missmahl,2010-09-29,343349
780,2377,233,830,TEDxChange,2010-09-20,Mechai Viravaidya,2010-09-30,1059098
781,1649,266,545,TEDGlobal 2010,2010-07-09,Eben Bayer,2010-10-04,1097901
782,2721,364,1223,TEDGlobal 2010,2010-07-15,Tim Jackson,2010-10-05,899942
783,3285,35,1206,Mission Blue Voyage,2010-04-16,Barbara Block,2010-10-06,334820
784,2521,342,934,TEDxChange,2010-09-20,Hans Rosling,2010-10-07,738895
785,355,505,197,TED2010,2010-02-12,Stacey Kramer,2010-10-08,3450119
786,1874,954,830,TEDGlobal 2010,2010-07-15,Stefano Mancuso,2010-10-11,1075196
787,2655,322,988,TEDxChange,2010-09-20,Melinda Gates,2010-10-12,1189754
788,967,77,510,TED Senior Fellows at TEDGlobal 2010,2010-07-13,Peter Haas,2010-10-13,317127
789,3202,69,1190,Business Innovation Factory,2009-10-09,Natalie Jeremijenko,2010-10-14,414028
790,2754,148,1080,TEDGlobal 2010,2010-07-09,Ze Frank,2010-10-15,1876053
792,3714,718,1113,TEDGlobal 2010,2010-07-14,Jessica Jackley,2010-10-18,1359611
793,2102,266,914,TEDGlobal 2010,2010-07-16,Heribert Watzke,2010-10-19,1342475
794,918,259,318,Mission Blue Voyage,2010-04-16,Dianna Cohen,2010-10-20,688861
795,1589,135,752,TEDGlobal 2010,2010-07-15,Patrick Chappatte,2010-10-21,759736
797,3165,190,1180,TEDIndia 2009,2009-11-02,R.A. Mashelkar,2010-10-25,622593
798,2636,264,1095,TEDGlobal 2010,2010-07-09,Joseph Nye,2010-10-26,954049
799,1591,91,566,Mission Blue Voyage,2010-04-07,Barton Seaver,2010-10-27,556032
800,2211,83,923,TEDxTelAviv 2010,2010-04-26,Shimon Steinberg,2010-10-28,368770
802,2795,343,988,TEDGlobal 2010,2010-07-14,Tom Chatfield,2010-11-01,1021573
803,978,834,422,TEDGlobal 2010,2010-07-14,David Bismark,2010-11-02,543551
804,3149,58,1035,Mission Blue Voyage,2010-04-16,Greg Stone,2010-11-03,454323
805,2596,124,1054,TEDGlobal 2010,2010-07-16,Gero Miesenboeck,2010-11-03,611081
806,958,226,1159,TED2010,2010-02-10,Andrew Bird,2010-11-05,1231423
807,3112,156,1003,TEDGlobal 2010,2010-07-16,Emily Pilloton,2010-11-08,943245
808,2180,74,1055,TEDGlobal 2010,2010-07-15,Stefan Wolff,2010-11-09,307628
809,2213,850,927,TEDxDU 2010,2010-09-19,Aaron Huey,2010-11-10,1347633
810,2482,146,1066,TEDGlobal 2010,2010-07-16,Auret van Heerden,2010-11-11,586814
811,671,134,222,TEDGlobal 2010,2010-07-15,Eric Berlow,2010-11-12,1154719
812,2903,579,1039,TEDGlobal 2010,2010-07-09,Conrad Wolfram,2010-11-15,1499219
813,1912,388,933,TED2010,2010-02-10,Denis Dutton,2010-11-16,2012387
814,2311,52,946,TEDxTelAviv 2010,2010-04-29,Shimon Schocken,2010-11-17,539950
815,1761,305,815,TEDGlobal 2010,2010-07-15,John Hardy,2010-11-18,960523
816,2648,31,946,Mission Blue Voyage,2010-04-16,Kristina Gjerde,2010-11-19,349168
817,1196,140,561,TEDxDU 2010,2010-05-13,Kim Gorgens,2010-11-22,452578
818,2257,187,1066,TEDGlobal 2010,2010-07-16,Zainab Salbi,2010-11-23,505716
819,2988,589,921,TEDxMidwest,2010-10-18,Jason Fried,2010-11-24,4908787
820,2969,189,1077,TEDxHouston,2010-10-12,Dan Phillips,2010-11-25,1112351
821,878,767,314,TEDxNextGenerationAsheville,2010-08-28,Birke Baehr,2010-11-29,2152734
822,3164,366,1125,TEDxMidwest,2010-10-17,William Ury,2010-11-30,1828181
823,2443,297,994,TEDGlobal 2010,2010-07-14,Marcel Dicke,2010-12-01,1393541
824,1653,233,731,TEDxRotterdam 2010,2010-06-04,Bart Weetjens,2010-12-02,532619
825,1626,117,529,TEDGlobal 2010,2010-07-15,Arthur Potts Dawson,2010-12-03,833901
826,1494,209,585,TEDWomen 2010,2010-12-08,Halla TÌ_masdÌ_ttir,2010-12-08,588691
827,1942,893,673,TEDWomen 2010,2010-12-07,Tony Porter,2010-12-09,2235818
828,1602,220,527,TEDWomen 2010,2010-12-08,Kiran Bedi,2010-12-13,849372
829,3121,831,972,TEDWomen 2010,2010-12-07,Hanna Rosin,2010-12-15,851862
830,1869,301,605,TEDxMidAtlantic,2010-11-05,Diana Laufenberg,2010-12-15,1882742
832,2558,291,994,TEDxSydney,2010-05-22,Rachel Botsman,2010-12-17,1125092
835,2682,868,898,TEDWomen 2010,2010-12-08,Sheryl Sandberg,2010-12-21,7431179
836,3002,68,1079,TEDxMidwest,2010-09-10,Majora Carter,2010-12-22,702793
837,3054,1927,1219,TEDxHouston,2010-06-06,BrenÌ© Brown,2010-12-23,31168150
838,3475,272,1387,TEDSalon NY2011,2010-11-18,Barry Schwartz,2010-12-31,948622
839,511,409,250,TEDWomen 2010,2010-12-07,Arianna Huffington,2011-01-03,4241096
840,1183,2374,573,TEDxRainier,2010-10-10,Lesley Hazleton,2011-01-04,1847256
841,2680,214,991,TEDxMidAtlantic,2010-11-05,Charles Limb,2011-01-05,1231800
842,3011,207,1268,TEDWomen 2010,2010-12-08,Deborah Rhodes,2011-01-06,892492
843,2966,592,1053,TEDxToronto 2010,2010-09-30,Neil Pasricha,2011-01-07,2859644
844,1514,205,652,TEDWomen 2010,2010-12-08,Jody Williams,2011-01-10,667218
845,1580,250,473,TEDWomen 2010,2010-12-08,Amber Case,2011-01-11,1475333
846,1479,179,651,TEDSalon London 2010,2010-11-11,Thomas Thwaites,2011-01-12,1301834
847,1367,322,668,TEDWomen 2010,2010-12-08,Elizabeth Lesser,2011-01-13,1208946
848,2203,616,750,TEDxPSU,2010-10-21,Ali Carr-Chellman,2011-01-14,953587
849,2973,342,1189,TEDWomen 2010,2010-12-08,Naomi Klein,2011-01-17,900395
850,2046,142,1085,TEDMED 2010,2010-10-25,Charity Tillemann-Dick,2011-01-18,521502
851,2111,356,769,TEDxGreatPacificGarbagePatch,2010-11-14,Van Jones,2011-01-19,462012
852,3232,55,996,TEDxGÌ¦teborg 2010,2010-11-20,Anders Ynnerman,2011-01-20,463366
853,773,114,364,TEDWomen 2010,2010-12-08,Heather Knight,2011-01-21,757335
854,2987,920,1290,TEDSalon London 2010,2010-10-10,Martin Jacques,2011-01-24,2327025
855,3166,98,993,TEDMED 2010,2010-10-10,Thomas Goetz,2011-01-25,497626
856,973,132,402,TEDWomen 2010,2010-12-07,Liza Donnelly,2011-01-26,1300622
857,2486,146,904,TEDxToronto 2011,2011-09-23,Ariel Garten,2011-01-26,399314
858,4029,58,1233,TEDMED 2010,2010-10-10,Bruce Feiler,2011-01-27,465856
859,1607,76,607,TEDWomen 2010,2010-12-08,Kate Orff,2011-01-31,316975
860,1906,98,707,TED@MotorCity,2011-01-09,Dale Dougherty,2011-02-01,724865
861,1283,168,507,TEDWomen 2010,2010-12-08,Johanna Blakley,2011-02-02,1272294
862,3103,350,952,TEDxPennQuarter,2010-07-11,Christopher McDougall,2011-02-03,2434842
863,641,89,353,TEDWomen 2010,2010-12-08,Suheir Hammad,2011-02-04,599444
864,1380,283,605,TEDxSydney,2010-05-28,Nigel Marsh,2011-02-07,3813685
865,2583,189,844,TEDWomen 2010,2010-12-08,Cynthia Breazeal,2011-02-08,1064574
867,2741,229,826,TEDSalon London 2010,2010-11-10,Michael Pawlyn,2011-02-10,1740568
868,644,93,716,TEDxRotterdam 2010,2010-06-04,Geert Chatrou,2011-02-11,1917442
869,2323,84,953,TEDPrize@UN,2010-11-18,Krista Tippett,2011-02-14,694181
870,1579,347,617,TEDxRainier,2010-10-12,Patricia Kuhl,2011-02-15,2513242
871,2800,165,1068,TEDWomen 2010,2010-12-08,Jacqueline Novogratz,2011-02-16,861056
872,2388,76,887,TED@MotorCity,2011-01-08,Lisa Gansky,2011-02-17,710327
873,2188,107,779,TEDWomen 2010,2010-12-08,Madeleine Albright,2011-02-18,729867
874,2070,273,1098,TEDSalon London 2010,2010-11-04,Noreena Hertz,2011-02-21,880598
875,2725,38,954,TEDGlobal 2010,2010-07-14,Iain Hutchison,2011-02-22,620073
876,1013,555,613,TEDWomen 2010,2010-12-08,Elizabeth Lindsey,2011-02-23,439180
877,3416,82,1195,TEDMED 2010,2010-10-26,Danny Hillis,2011-02-24,420269
879,1759,163,1032,TED2011,2011-03-02,Wadah Khanfar,2011-03-02,922923
880,3324,378,1449,TED2011,2011-03-02,JR,2011-03-04,2626483
881,1494,190,591,TED2011,2011-03-04,Wael Ghonim,2011-03-04,914212
882,1549,231,616,TED2011,2011-03-03,Bill Gates,2011-03-04,1866264
883,2546,249,1044,TED2011,2011-03-03,Anthony Atala,2011-03-07,2783715
884,1751,202,686,TEDWomen 2010,2010-12-10,Courtney E. Martin,2011-03-08,953671
885,3584,548,1227,TED2011,2011-03-02,Sal Khan,2011-03-09,4609857
886,2924,370,1192,TED2011,2011-03-04,Deb Roy,2011-03-10,2475423
887,1221,134,526,TEDxRainier,2010-11-04,Rob Harmon,2011-03-11,596776
888,3174,226,1124,TED2011,2011-03-01,David Brooks,2011-03-14,1132752
889,2941,239,1063,TED2011,2011-03-01,Janna Levin,2011-03-15,1119772
890,585,163,247,TED2011,2011-03-02,Mark Bezos,2011-03-16,2178952
891,2750,109,1011,TEDxAmsterdam,2010-10-10,Rogier van der Heide,2011-03-17,562653
892,3303,645,1105,TED2011,2011-03-03,Sarah Kay,2011-03-18,10529854
893,1405,268,555,TEDWomen 2010,2010-12-04,Hans Rosling,2011-03-21,2391977
894,815,232,421,TED2011,2011-03-02,Isabel Behncke,2011-03-21,710619
895,2934,773,1182,TEDxPeachtree,2010-11-11,Paul Root Wolpe,2011-03-23,1226731
896,667,226,383,TED2011,2011-03-02,Eythor Bender,2011-03-24,1370710
898,1372,353,635,TEDxDubai,2010-12-04,Patricia Ryan ,2011-03-28,1624741
899,1442,214,640,TED2011,2011-03-03,Ralph Langner,2011-03-29,1349028
901,506,289,254,TED2011,2011-03-02,Sebastian Thrun,2011-03-31,2442977
902,1819,270,874,TED2011,2011-03-01,Eric Whitacre,2011-04-01,3421371
903,673,86,248,TED2011,2011-03-02,AnnMarie Thomas,2011-04-04,856326
904,2578,278,938,TED2011,2011-03-04,Stanley McChrystal,2011-04-05,2467385
905,1745,110,848,TEDPrize@UN,2010-11-18,Chade-Meng Tan,2011-04-05,893343
906,3410,154,1168,TED2011,2011-03-02,Morgan Spurlock,2011-04-06,2049103
907,1432,158,469,TEDActive 2011,2011-03-03,Mick Ebeling,2011-04-07,943624
908,2680,207,1157,TEDWomen 2010,2010-12-03,Caroline Casey,2011-04-08,2030154
909,448,32,266,TEDxGreatPacificGarbagePatch,2010-11-04,Jackson Browne,2011-04-08,656851
910,2439,542,1060,TED2011,2011-03-04,David Christian,2011-04-11,7481004
911,1205,221,425,TEDxToronto 2010,2010-10-10,Dave Meslin,2011-04-12,1612925
912,2709,134,1169,TED2011,2011-03-04,Roger Ebert,2011-04-13,1104345
913,530,324,250,TED2011,2011-03-01,Marcin Jakubowski,2011-04-14,1479352
914,1889,273,986,INK Conference,2010-12-07,Susan Lim,2011-04-15,620231
915,2766,529,1087,TEDxPSU,2010-10-10,Sam Richards,2011-04-18,1531265
916,2494,480,1071,TED2011,2011-03-04,Kathryn Schulz,2011-04-19,3976339
917,3389,290,1190,TED2011,2011-03-04,John Hunter,2011-04-20,1394203
918,2532,69,848,INK Conference,2010-12-08,Anil Ananthaswamy,2011-04-21,537035
919,731,394,302,TED2011,2011-03-04,Ric Elias,2011-04-22,6636475
920,2320,328,1041,TED2011,2011-03-02,Harvey Fineberg,2011-04-25,1021180
921,3124,78,1265,TEDxPSU,2010-10-10,Bruce Schneier,2011-04-26,744089
922,1927,140,625,TEDxCaltech,2011-01-14,Angela Belcher,2011-04-27,862689
923,487,236,274,TED2011,2011-03-02,Mike Matas,2011-04-28,1507048
924,2695,119,930,INK Conference,2010-12-09,Arvind Gupta,2011-04-29,1367702
925,1394,507,544,TED2011,2011-03-03,Eli Pariser,2011-05-02,4039403
927,2297,80,946,TED2011,2011-03-02,Carlo Ratti,2011-05-03,657251
928,1000,144,400,TED2011,2011-03-02,Suzanne Lee,2011-05-04,1218882
929,2984,363,954,TEDxCaltech,2011-01-14,Sean Carroll,2011-05-05,1549458
930,462,162,468,TED2011,2011-03-02,Louie Schwartzberg,2011-05-06,1885751
931,3312,213,1075,TED2011,2011-03-02,Paul Nicklen,2011-05-09,2004519
932,1636,94,580,TED2011,2011-03-03,Fiorenzo Omenetto,2011-05-10,747979
933,1018,299,446,TED2011,2011-03-02,Ron Gutman,2011-05-11,4653286
934,961,124,335,TED2011,2011-03-02,Amit Sood,2011-05-12,612377
935,2322,69,881,TEDxCaltech,2011-01-14,Leonard Susskind,2011-05-13,846544
936,3880,170,1104,TED2011,2011-03-03,Ed Boyden,2011-05-15,931567
937,2491,143,1012,TED2011,2011-03-02,Thomas Heatherwick,2011-05-17,1586547
938,1314,427,494,TED2011,2011-03-02,Elliot Krane,2011-05-18,1778606
939,1909,95,765,TED2011,2011-03-03,Edith Widder,2011-05-19,1215549
940,412,309,179,TED2005,2005-02-02,Terry Moore,2011-05-20,6263759
942,3538,79,1098,TED2011,2011-03-02,Aaron Koblin,2011-05-23,1474192
943,3647,97,1389,TED2011,2011-03-03,Bruce Aylward,2011-05-24,509375
944,1395,165,644,TEDWomen 2010,2010-12-04,Shirin Neshat,2011-05-25,650274
945,2865,615,1031,TEDxWarwick,2011-03-03,Mustafa Akyol,2011-05-26,1113407
948,1510,169,548,TED2011,2011-03-04,Dennis Hong,2011-05-31,703439
949,1383,93,573,TED@Cannes,2010-06-11,Stefan Sagmeister,2011-06-01,1670894
950,1395,333,471,TED2011,2011-03-02,Aaron O'Connell,2011-06-02,1272198
951,767,188,324,TEDActive 2011,2011-03-03,Jessi Arrington,2011-06-03,1202928
952,2573,135,978,TEDxSiliconValley,2011-05-14,Damon Horowitz,2011-06-06,681873
953,2255,189,996,TED2011,2011-03-04,Jack Horner,2011-06-07,2442996
954,1134,2492,566,TED2011,2011-03-03,Janet Echelman,2011-06-07,1832930
955,1576,383,553,TED2011,2011-03-03,Paul Romer,2011-06-09,461382
956,3674,241,1128,TEDxNorthwesternU,2010-12-15,Alice Dreger,2011-06-10,1071132
957,492,339,254,TEDActive 2011,2011-03-03,JD Schramm,2011-06-11,1621707
958,3736,123,1101,TEDxMaastricht,2011-04-04,Daniel Kraft,2011-06-13,869847
959,2809,281,1008,TED2011,2011-03-03,Shea Hembrey,2011-06-14,1486880
960,2943,199,1076,TEDxBG,2011-01-08,Steve Keil,2011-06-15,602203
961,439,121,251,TED2011,2011-03-03,Camille Seaman,2011-06-16,938456
964,2838,279,1008,TED2011,2011-03-03,Bill Ford,2011-06-20,800056
965,1217,220,653,TED2011,2011-03-03,Daniel Tammet,2011-06-21,1751030
966,484,78,213,TED2007,2007-03-03,Jok Church,2011-06-22,727487
967,1199,85,676,TEDSalon London Spring 2011,2011-05-18,Honor Harger,2011-06-23,909194
968,589,235,351,Full Spectrum Auditions,2011-05-24,Joshua Walters,2011-06-24,1637656
969,1684,471,737,TEDxSanMigueldeAllende,2010-11-01,Emiliano Salinas,2011-06-26,525446
970,3014,232,1021,TED2011,2011-03-02,Rajesh Rao,2011-06-28,1190085
971,2736,199,991,TEDxMaastricht,2011-04-04,Dave deBronkart,2011-06-29,534289
972,995,92,341,TED2011,2011-03-03,Robert Hammond,2011-06-30,704205
973,479,736,207,TED2011,2011-03-03,Matt Cutts,2011-07-01,8838874
974,1834,159,605,TED2011,2011-03-03,Nathan Myhrvold,2011-07-05,1396197
975,2212,197,828,TEDSalon London Spring 2011,2011-05-18,Jonathan Drori,2011-07-06,938976
976,4073,216,1337,INK Conference,2010-12-01,Simon Lewis,2011-07-07,690977
977,664,164,253,TED2011,2011-03-02,Nina Tandon,2011-07-08,490275
978,2058,123,892,TEDGlobal 2011,2011-07-12,Rebecca MacKinnon,2011-07-13,735708
979,2913,264,1073,TEDGlobal 2011,2011-07-12,Maajid Nawaz,2011-07-14,703559
980,2723,316,1087,TEDGlobal 2011,2011-07-13,Tim Harford,2011-07-15,1734555
981,1901,199,818,TEDGlobal 2011,2011-07-13,Nadia Al-Sakkaf,2011-07-18,498409
982,2545,222,1054,TEDGlobal 2011,2011-07-14,Mikko Hypponen,2011-07-19,1660801
983,1693,621,835,TEDGlobal 2011,2011-07-13,Thandie Newton,2011-07-20,2462734
984,2426,292,922,TEDGlobal 2011,2011-07-13,Kevin Slavin,2011-07-21,3688975
985,522,440,379,TEDGlobal 2011,2011-07-15,Markus Fischer,2011-07-22,6264902
986,2980,212,1202,TEDGlobal 2011,2011-07-15,Rory Stewart,2011-07-25,659276
987,2714,238,1053,TEDGlobal 2011,2011-07-12,Geoffrey West,2011-07-26,1435933
988,2850,212,977,TEDGlobal 2011,2011-07-13,Paul Bloom,2011-07-27,1948949
989,2874,162,1150,TEDGlobal 2011,2011-07-14,Josette Sheeran,2011-07-28,812508
990,1240,351,470,TEDGlobal 2011,2011-07-11,Julian Treasure,2011-07-29,5402228
991,915,189,329,TEDGlobal 2011,2011-07-11,Adam Ostrow,2011-08-01,1134961
992,1863,375,771,TEDGlobal 2011,2011-07-13,Harald Haas,2011-08-02,2500389
993,3151,405,1210,TEDGlobal 2011,2011-07-13,Mark Pagel,2011-08-03,1421357
994,770,75,325,TEDGlobal 2011,2011-07-14,Jessica Green,2011-08-04,551041
995,702,656,286,TED2011,2011-03-01,Philip Zimbardo,2011-08-05,2190746
996,2006,300,778,TEDWomen 2010,2010-12-04,Eve Ensler,2011-08-05,1349669
997,1911,131,613,TEDGlobal 2011,2011-07-12,Alex Steffen,2011-08-08,984738
998,1810,82,703,TEDxBoston 2011,2011-06-28,Dyan deNapoli,2011-08-09,393695
999,3624,311,1061,TEDGlobal 2011,2011-07-15,Jeremy Gilley,2011-08-10,842057
1000,727,131,264,TEDGlobal 2011,2011-07-11,Lucianne Walkowicz,2011-08-11,1079565
1001,503,380,307,TEDGlobal 2011,2011-07-14,Marco Tempest,2011-08-12,5447236
1002,1080,63,335,TED2011,2011-03-01,Dan Ariely,2011-08-29,1055562
1003,2587,143,1021,TEDGlobal 2011,2011-07-14,Svante PÌ_Ì_bo,2011-08-30,1399333
1004,1289,323,651,TEDGlobal 2011,2011-07-13,Julia Bacha,2011-08-31,740934
1005,1068,156,364,TED2011,2011-02-24,Skylar Tibbits,2011-09-01,983929
1006,1575,174,841,TEDWomen 2010,2010-12-03,Joan Halifax,2011-09-02,1451656
1007,2196,78,970,TED2011,2011-03-02,Edward Tenner,2011-09-06,790122
1008,2274,109,840,TEDxParis 2010,2010-01-30,Sarah Kaminsky,2011-09-07,593099
1009,2412,245,911,TEDGlobal 2011,2011-07-13,Lee Cronin,2011-09-08,693722
1010,630,159,270,TEDGlobal 2011,2011-07-12,Raghava KK,2011-09-09,946354
1011,2537,374,1131,TEDGlobal 2011,2011-07-12,Yasheng Huang,2011-09-12,992224
1012,2390,185,1119,TEDGlobal 2011,2011-07-13,Misha Glenny,2011-09-13,1264969
1013,1374,167,545,TED2011,2011-03-02,Kate Hartman,2011-09-14,872169
1014,1961,148,662,TEDxBoston 2011,2011-07-06,Richard Resnick,2011-09-15,852507
1015,1848,161,792,TEDWomen 2010,2010-12-03,Lauren Zalaznick,2011-09-16,647752
1017,2843,592,1219,TEDGlobal 2011,2011-07-14,Niall Ferguson,2011-09-19,1564173
1019,609,102,256,TEDGlobal 2011,2011-07-14,Amy Lockwood,2011-09-21,834926
1020,1832,144,783,TEDGlobal 2011,2011-07-14,Elizabeth Murchison,2011-09-22,484266
1021,965,227,350,TED2011,2011-03-03,Sunni Brown,2011-09-23,1258574
1022,3074,231,1112,TEDGlobal 2011,2011-07-14,Abraham Verghese,2011-09-26,1390908
1023,1038,155,376,TEDGlobal 2011,2011-07-12,Geoff Mulgan,2011-09-27,667985
1024,1160,53,516,TEDGlobal 2011,2011-07-14,Jarreth Merz,2011-09-28,399332
1025,2775,339,859,TEDGlobal 2011,2011-07-13,Ben Goldacre,2011-09-29,2204314
1027,2422,514,1034,TEDGlobal 2011,2011-07-13,Yang Lan,2011-10-03,1776828
1028,3260,153,1131,TEDxUIUC,2011-02-19,Christoph Adami,2011-10-04,598693
1029,794,371,349,TED2011,2011-03-01,Graham Hill,2011-10-05,3729820
1031,1976,316,658,TEDGlobal 2011,2011-07-14,Mike Biddle,2011-10-06,975365
1032,2226,42,1176,TEDGlobal 2011,2011-07-13,Charles Hazlewood,2011-10-07,502832
1033,3185,252,1109,TEDGlobal 2011,2011-07-13,Alison Gopnik,2011-10-10,2901853
1034,3167,107,1035,TEDSalon London Spring 2011,2011-05-18,Richard Seymour,2011-10-11,950387
1035,1024,58,341,TEDGlobal 2011,2011-07-11,Ian Ritchie,2011-10-12,576592
1036,3226,561,1130,TEDGlobal 2011,2011-07-13,Pamela Meyer,2011-10-13,16861578
1037,1024,259,450,TEDGlobal 2011,2011-07-14,Jae Rhim Lee,2011-10-14,1426518
1038,2637,359,1147,TEDGlobal 2011,2011-07-14,Bunker Roy,2011-10-17,3630894
1039,1519,301,765,TEDGlobal 2011,2011-07-13,Justin Hall-Tipping,2011-10-18,1048905
1040,1287,88,564,TEDxParis 2010,2010-01-30,Guy-Philippe Goldstein,2011-10-19,471545
1041,3226,84,1131,TEDGlobal 2011,2011-07-14,Todd Kuiken,2011-10-20,841471
1042,657,148,259,TEDGlobal 2011,2011-07-11,Nathalie Miebach,2011-10-21,729857
1043,2456,1058,1014,TEDGlobal 2011,2011-07-12,Richard Wilkinson,2011-10-24,2487499
1045,2378,311,900,TEDGlobal 2011,2011-07-14,Malcolm Gladwell,2011-10-26,1067460
1046,2040,142,767,TEDxBoston 2011,2011-05-26,Jay Bradner,2011-10-27,507746
1047,2006,70,1095,TED2011,2011-03-01,BÌ©atrice Coron,2011-10-28,933319
1048,2801,138,870,TEDGlobal 2011,2011-07-14,Hasan Elahi,2011-10-31,822884
1049,2743,310,994,TEDGlobal 2011,2011-07-13,Paul Zak,2011-11-01,1529057
1050,1712,106,578,TEDGlobal 2011,2011-07-15,Anna Mracek Dietrich,2011-11-02,924764
1051,3818,250,1199,TEDGlobal 2011,2011-07-13,Daniel Wolpert,2011-11-03,1736183
1052,232,93,344,TEDGlobal 2011,2011-07-13,Marco Tempest,2011-11-04,1042789
1054,2839,90,942,TEDxO'Porto,2011-03-21,Sandra Fisher-Martins,2011-11-06,291251
1055,2759,188,877,TEDSalon London Spring 2011,2011-05-18,Martin Hanczyc,2011-11-07,720940
1056,1577,104,470,TEDGlobal 2011,2011-07-14,Aparna Rao,2011-11-08,777463
1057,1386,93,740,TEDGlobal 2011,2011-07-14,Ben Kacyra,2011-11-09,487006
