talk_id,WC,comment_num,duration,talk_event,film_date,main_speaker,published_date,view_count
360,5677,116,1772,TED2002,2002-02-02,Kary Mullis,2009-01-05,532759
361,3227,26,1026,Serious Play 2008,2008-05-05,John Maeda,2009-01-06,241858
362,4082,24,1306,TED2005,2005-02-28,Paul Sereno,2009-01-07,764982
363,2593,124,939,TED2004,2004-02-02,Paul Moller,2009-01-08,417728
364,2917,50,1134,TED2005,2005-02-02,Greg Lynn,2009-01-09,346702
365,2853,24,937,TED2006,2006-02-02,Rob Forbes,2009-01-12,368513
366,2908,68,1028,TED2005,2005-02-28,Scott McCloud,2009-01-13,1022333
367,2830,42,934,Taste3 2008,2008-07-17,Peter Reinhart,2009-01-14,817651
368,2438,89,859,TED2004,2004-02-29,Joseph Pine,2009-01-15,930647
369,3606,51,1316,Serious Play 2008,2008-05-05,Paula Scher,2009-01-16,505714
370,3638,36,1359,TED2003,2003-02-02,David Carson,2009-01-19,774492
371,2722,22,975,TED2006,2006-02-02,Jamais Cascio,2009-01-21,212202
372,3319,117,1286,Taste3 2008,2008-06-30,Barry Schuler,2009-01-22,389420
373,1777,35,756,TED2003,2003-02-02,Sherwin Nuland,2009-01-23,326663
374,2390,144,829,TED2004,2004-02-02,Woody Norris,2009-01-26,1205867
375,3468,42,1181,TED2008,2008-02-27,Peter Ward,2009-01-27,837508
376,3480,67,1345,TED1998,1998-02-02,Aimee Mullins,2009-01-28,1013266
377,3115,50,965,TED2006,2006-02-02,Joe DeRisi,2009-01-29,401015
378,1923,53,1127,TED2003,2003-02-02,Natalie MacMaster,2009-01-30,1065681
379,4266,90,1195,TED2003,2003-02-02,Bill Gross,2009-02-02,612934
380,3056,468,1216,TED2009,2009-02-02,Bill Gates,2009-02-05,2634359
381,3486,1604,1149,TED2009,2009-02-05,Elizabeth Gilbert,2009-02-09,13155478
382,2091,21,914,TED1998,1998-02-02,Milton Glaser,2009-02-11,382985
383,1141,147,429,TED2009,2009-02-06,David Merrill,2009-02-12,1765153
384,2915,505,1245,TED2009,2009-02-07,Barry Schwartz,2009-02-16,3303825
385,3030,448,1130,TED2009,2009-02-04,Juan Enriquez,2009-02-17,2954577
386,1658,135,1018,TED2009,2009-02-05,JosÌ© Antonio Abreu,2009-02-18,942604
388,2558,168,1096,TED2009,2009-02-05,Sylvia Earle,2009-02-19,1139732
389,2505,201,1283,TED2009,2009-02-05,Jill Tarter,2009-02-20,1263442
390,3335,59,1087,TED2009,2009-02-04,Ed Ulbrich,2009-02-23,907147
391,1104,165,440,TED2009,2009-02-05,Charles Moore,2009-02-24,1097511
392,3551,30,1008,TED2004,2004-02-02,Richard Pyle,2009-02-25,352252
393,1881,74,870,EG 2008,2008-12-12,Miru Kim,2009-02-26,582812
394,1142,127,480,TED2009,2009-02-05,Evan Williams,2009-02-27,1134737
395,2045,91,788,TED1998,1998-02-02,Brenda Laurel,2009-03-02,382517
396,3482,156,1242,TED2009,2009-02-06,Willie Smits,2009-03-03,677150
397,2613,61,990,TED2009,2009-02-06,Nalini Nadkarni,2009-03-04,398835
398,3478,409,1202,EG 2008,2008-12-12,Mike Rowe,2009-03-05,4434674
400,2251,45,761,TED2003,2003-02-02,Don Norman,2009-03-09,1248458
402,1466,223,598,TED2009,2009-02-05,Aimee Mullins,2009-03-11,3472415
403,3808,152,1602,Serious Play 2008,2008-05-08,Stuart Brown,2009-03-12,1625469
404,3038,179,983,TED2009,2009-02-05,Tim Berners-Lee,2009-03-13,1352069
405,1109,267,465,TED2009,2009-02-05,Dan Dennett,2009-03-16,2373021
406,3035,280,983,TED2009,2009-02-07,Dan Ariely,2009-03-17,2725557
407,3093,104,938,EG 2008,2008-12-12,Adam Savage,2009-03-18,1697809
408,1788,121,781,Serious Play 2008,2008-05-12,Bruce McCall,2009-03-19,396905
409,582,233,244,TED2009,2009-02-05,Kamal Meattle,2009-03-20,3095075
410,916,115,325,TED2009,2009-02-06,Saul Griffith,2009-03-23,630431
411,1361,119,450,TED2009,2009-02-02,Jacqueline Novogratz,2009-03-24,943565
412,4429,91,1623,EG 2008,2008-12-12,David Pogue,2009-03-25,730407
413,3196,269,1056,TED2001,2001-02-01,John Wooden,2009-03-26,4891781
414,2271,60,735,TED2009,2009-02-05,Nathan Wolfe,2009-03-26,1045631
415,2796,39,1397,TED2001,2001-02-09,C.K. Williams,2009-03-30,246094
416,913,109,364,TED2009,2009-02-05,Jacek Utko,2009-03-31,1055886
417,1137,117,733,TED2009,2009-02-06,Ueli Gegenschatz,2009-04-01,1442990
418,917,18,381,TED2002,2002-02-02,Christopher C. Deam,2009-04-02,308276
419,3191,294,965,TED2009,2009-02-04,P.W. Singer,2009-04-03,1460352
420,1336,23,627,TED2002,2002-02-02,Nathaniel Kahn,2009-04-06,338831
421,2834,252,1145,TED2009,2009-02-07,Bruce Bueno de Mesquita,2009-04-07,744448
422,3387,420,1094,TED2009,2009-02-06,Bonnie Bassler,2009-04-08,2192828
423,3118,147,1372,TED2002,2002-02-02,Emily Levine,2009-04-09,2049904
424,575,92,226,TED2009,2009-02-06,Renny Gleeson,2009-04-10,1217412
425,3414,389,1086,TED2009,2009-02-05,Shai Agassi,2009-04-13,1139068
426,2939,144,1071,TED2003,2003-02-02,Gregory Stock,2009-04-14,497449
427,947,103,387,TED2009,2009-02-05,JoAnn Kuchera-Morin,2009-04-15,630784
428,2845,271,985,EG 2008,2008-12-05,Tim Ferriss,2009-04-15,2771442
429,753,55,288,TED2009,2009-02-05,Matthew Childs,2009-04-17,739690
430,2710,113,933,TED2009,2009-02-06,Margaret Wertheim,2009-04-20,1280829
431,2196,64,1040,TED2002,2002-02-02,Niels Diffrient,2009-04-21,554650
432,674,33,236,TED2009,2009-02-06,Erik Hersman,2009-04-22,403555
433,1816,238,556,TED2009,2009-02-07,Nate Silver,2009-04-22,427878
434,1162,20,671,TED2002,2002-02-28,Ben Katchor,2009-04-22,294396
435,2078,202,873,TED2009,2009-02-07,Alex Tabarrok,2009-04-27,748739
436,4049,130,1387,TED2004,2004-02-28,Michael Merzenich,2009-04-28,1237391
437,3155,112,1260,TED2009,2009-02-05,Sarah Jones,2009-04-29,1607397
438,3683,92,1265,TED2007,2007-02-02,Laurie Garrett,2009-04-30,425429
439,584,107,209,TED2009,2009-02-05,Brian Cox,2009-05-01,948459
440,1224,142,439,TED2009,2009-02-05,Sean Gourley,2009-05-04,909309
441,3669,99,888,TED2002,2002-02-02,Mae Jemison,2009-05-05,744257
442,1649,80,715,TED2003,2003-02-27,Tom Shannon,2009-05-05,1069653
443,1226,846,464,TED2009,2009-02-06,Al Gore,2009-05-07,775430
444,2800,277,1080,TED2009,2009-02-05,Louise Fresco,2009-05-07,922158
445,2917,266,1049,TED2009,2009-02-04,Seth Godin,2009-05-10,1985679
447,1505,125,602,TED2009,2009-02-06,Hans Rosling,2009-05-13,904813
448,2711,133,919,TED2009,2009-02-04,Nandan Nilekani,2009-05-14,792495
450,2105,109,954,TED2009,2009-02-02,Ray Anderson,2009-05-18,881842
451,3138,324,1046,EG 2008,2008-12-12,Dan Ariely,2009-05-19,4934167
452,2276,354,1003,TED2009,2009-02-06,Mary Roach,2009-05-20,22270883
453,481,181,209,TED2009,2009-02-06,Carolyn Porco,2009-05-21,884578
455,623,591,358,TED2009,2009-02-05,Joachim de Posada,2009-05-25,2613400
456,502,588,274,TED2009,2009-02-05,Jay Walker,2009-05-27,4289903
457,1579,313,749,Elizabeth G. Anderson School,2009-04-04,Michelle Obama,2009-05-27,1026589
458,1070,103,394,TED2009,2009-02-06,Jonathan Drori,2009-05-28,555846
460,2215,323,1118,TED2009,2009-02-07,Liz Coleman,2009-06-01,589931
461,1495,145,527,TED2009,2009-02-07,Ray Kurzweil,2009-06-02,908923
462,1469,143,894,TED2009,2009-02-04,Yann Arthus-Bertrand,2009-06-03,751889
463,1912,55,1044,TED2004,2004-02-27,Felix Dennis,2009-06-05,296294
464,489,126,230,TED2009,2009-02-05,Pete Alcorn,2009-06-08,493966
465,555,172,252,TED2009,2009-02-06,John La Grou,2009-06-09,606042
466,636,69,199,TED2009,2009-02-06,Kevin Surace,2009-06-09,352169
467,2519,112,1185,TED2004,2004-02-02,Nancy Etcoff,2009-06-10,1587823
468,1955,72,714,TED2009,2009-02-05,Robert Full,2009-06-11,665959
469,680,182,237,TED2009,2009-02-06,Richard St. John,2009-06-12,3661633
470,2746,103,953,TEDxUSC,2009-03-23,Jane Poynter,2009-06-15,843719
471,2595,344,948,TED@State,2009-06-03,Clay Shirky,2009-06-16,1677738
472,844,642,384,TED2009,2009-02-06,Diane Benscoter,2009-06-17,1076279
473,2765,110,1135,TED2009,2009-02-06,Catherine Mohr,2009-06-18,680984
475,1069,166,394,TED2009,2009-02-06,Philip Zimbardo,2009-06-22,1580239
476,2074,93,994,TED@State,2009-06-06,Paul Collier,2009-06-24,406530
477,1855,42,754,TED2007,2007-03-10,Katherine Fulton,2009-06-25,437529
478,1020,60,353,TED2009,2009-02-06,Ray Zahab,2009-06-26,310446
479,383,398,178,TED2009,2009-02-05,Arthur Benjamin,2009-06-29,2175141
480,362,172,245,TED2009,2009-02-06,Gever Tulley,2009-06-30,1149257
481,3151,423,1116,TED2009,2009-02-06,Daniel Libeskind,2009-07-01,784642
482,2697,26,908,TED2007,2007-02-02,Eames Demetrios,2009-07-06,594111
483,1042,101,386,TED2009,2009-02-06,Tom Wujec,2009-07-07,1022457
484,884,80,357,TED2009,2009-02-06,Sophal Ear,2009-07-08,501090
485,762,144,275,TED2009,2009-02-05,Kary Mullis,2009-07-09,624544
486,2651,473,1002,TED@State,2009-06-03,Stewart Brand,2009-07-13,646378
487,1639,54,576,TED2009,2009-02-06,Olafur Eliasson,2009-07-14,522578
488,787,81,254,TED2009,2009-02-06,Daniel Kraft,2009-07-15,462619
489,1124,155,392,TED2009,2009-02-05,Jim Fallon,2009-07-16,2064604
490,1870,301,888,TED2009,2009-02-05,Nina Jablonski,2009-07-17,996694
491,2583,514,1003,TEDGlobal 2009,2009-07-21,Gordon Brown,2009-07-21,811914
492,2863,471,1011,TEDGlobal 2009,2009-07-21,Alain de Botton,2009-07-28,5790615
493,2165,85,933,TED2009,2009-02-20,Golan Levin,2009-07-30,771144
494,2362,621,1033,TEDGlobal 2009,2009-07-22,Elaine Morgan,2009-07-31,1038576
495,2586,103,1183,TEDGlobal 2009,2009-07-21,Willard Wigan,2009-08-03,640722
496,1192,752,571,TEDGlobal 2009,2009-07-22,Michael Pritchard,2009-08-04,3573198
497,3147,403,1109,TEDGlobal 2009,2009-07-22,Paul Romer,2009-08-05,572392
498,2459,141,1062,TEDGlobal 2009,2009-07-22,Janine Benyus,2009-08-06,1118954
499,2554,210,1083,TEDGlobal 2009,2009-07-23,Emmanuel Jal,2009-08-07,776516
500,2716,1094,1116,TEDGlobal 2009,2009-07-24,Dan Pink,2009-08-24,18830983
501,1731,428,609,TEDGlobal 2009,2009-07-23,Eric Giler,2009-08-25,2088983
502,3262,122,1196,TED@State,2009-06-04,Hans Rosling,2009-08-27,1471039
503,1060,123,879,TED2009,2009-02-06,Natasha Tsakos,2009-08-28,389813
504,2605,99,1028,TEDGlobal 2009,2009-07-23,Cary Fowler,2009-08-31,679728
505,706,118,334,TEDGlobal 2009,2009-07-23,Joshua Silver,2009-09-01,751452
506,2965,91,1080,TEDGlobal 2009,2009-07-24,Geoff Mulgan,2009-09-02,308233
507,699,125,279,TEDGlobal 2009,2009-07-23,Evan Grant,2009-09-03,811565
508,2863,60,870,TEDGlobal 2009,2009-07-22,Steve Truglia,2009-09-04,571893
509,2989,288,1162,TEDGlobal 2009,2009-07-23,James Balog,2009-09-08,914170
510,2197,110,1133,TEDGlobal 2009,2009-09-09,Lewis Pugh,2009-09-09,689476
511,2604,386,1011,TEDGlobal 2009,2009-07-22,Rebecca Saxe,2009-09-10,2856240
513,2693,91,1170,TEDGlobal 2009,2009-07-23,Misha Glenny,2009-09-14,891314
514,3020,227,1094,TEDGlobal 2009,2009-07-23,Bjarke Ingels,2009-09-15,2129938
515,1665,108,624,TEDGlobal 2009,2009-07-23,John Lloyd,2009-09-16,1159134
516,2426,328,1128,TED2009,2009-02-05,Oliver Sacks,2009-09-17,4233352
518,2983,96,1191,TEDGlobal 2009,2009-07-22,Jonathan Zittrain,2009-09-21,717483
519,1896,110,713,TEDGlobal 2009,2009-07-23,Evgeny Morozov,2009-09-22,430276
520,552,292,359,TEDGlobal 2009,2009-07-23,William Kamkwamba,2009-09-23,2161908
521,2522,171,1052,TEDGlobal 2009,2009-07-23,Taryn Simon,2009-09-24,1581054
522,2748,52,1024,TED@State,2009-06-03,Jacqueline Novogratz,2009-09-25,436147
523,3284,185,1133,TEDGlobal 2009,2009-07-23,Parag Khanna,2009-09-28,935859
524,2527,64,1010,TEDGlobal 2009,2009-07-22,Tim Brown,2009-09-29,1340175
525,1249,311,594,TEDGlobal 2009,2009-07-24,Karen Armstrong,2009-09-29,732390
526,2272,70,952,TEDGlobal 2009,2009-07-23,Garik Israelian,2009-10-01,593547
527,2425,158,1060,TEDGlobal 2009,2009-07-23,Stefan Sagmeister,2009-10-02,2956967
528,2784,111,940,TEDGlobal 2009,2009-07-22,Carolyn Steel,2009-10-05,1014285
529,3064,248,999,TEDxUSC,2009-03-23,David Logan,2009-10-06,1404586
530,2851,1155,1129,TEDGlobal 2009,2009-07-23,Chimamanda Ngozi Adichie,2009-10-07,13298341
531,2628,234,990,TEDGlobal 2009,2009-07-23,Beau Lotto,2009-10-08,5006241
532,818,149,267,TEDGlobal 2009,2009-07-24,Sam Martin,2009-10-09,739428
533,2944,57,969,TEDGlobal 2009,2009-07-22,Eric Sanderson,2009-10-12,1431255
534,734,178,297,TED2009,2009-02-04,David Hanson,2009-10-13,906262
535,2996,286,999,TEDGlobal 2009,2009-07-23,Rory Sutherland,2009-10-14,2882836
536,2253,343,890,TEDGlobal 2009,2009-07-23,Henry Markram,2009-10-15,1180127
537,1071,184,346,TEDGlobal 2009,2009-07-21,Julian Treasure,2009-10-16,1557795
538,2969,133,994,TEDxKC,2009-08-20,John Gerzema,2009-10-19,760493
539,1200,89,366,TEDxUSC,2009-03-23,Paul Debevec,2009-10-20,748862
540,2283,207,1251,TEDGlobal 2009,2009-07-24,Itay Talgam,2009-10-21,2890058
541,785,233,285,TEDGlobal 2009,2009-07-24,Marc Koska,2009-10-22,629018
542,1274,112,426,TEDGlobal 2009,2009-07-23,Ian Goldin,2009-10-23,1072435
543,1835,270,998,TEDGlobal 2009,2009-07-23,David Deutsch,2009-10-26,938937
544,1178,156,452,TEDGlobal 2009,2009-07-24,Rachel Armstrong,2009-10-27,1095398
545,1052,259,429,TEDGlobal 2009,2009-07-23,Becky  Blanton,2009-10-28,1098346
546,3464,72,1099,TEDGlobal 2009,2009-07-24,Marcus du Sautoy,2009-10-29,1010292
548,1652,152,531,TEDGlobal 2009,2009-07-25,Stefana Broadbent,2009-11-02,1198897
549,439,61,185,TED2009,2009-02-21,Cameron Sinclair,2009-11-09,411183
550,838,124,253,TEDGlobal 2009,2009-07-24,Rachel Pike,2009-11-10,470615
551,578,75,220,TEDGlobal 2009,2009-07-21,Edward Burtynsky,2009-11-11,480142
552,724,70,337,TEDGlobal 2009,2009-07-07,Cynthia Schneider,2009-11-13,441609
553,1930,1329,830,TEDIndia 2009,2009-11-05,Pranav Mistry,2009-11-16,16097077
554,2473,50,1084,TEDGlobal 2009,2009-07-23,Mathieu Lehanneur,2009-11-17,431307
555,2443,55,995,TEDSalon London 2009,2009-09-21,Fields Wicker-Miurin,2009-11-18,956175
556,2425,477,1106,TEDIndia 2009,2009-11-05,Devdutt Pattanaik,2009-11-19,1683308
557,1577,88,565,TEDGlobal 2009,2009-07-23,Tom Wujec,2009-11-20,569026
558,2404,276,950,TEDIndia 2009,2009-11-04,Hans Rosling,2009-11-23,1738069
559,3084,199,1000,TEDGlobal 2009,2009-07-24,Rob Hopkins,2009-11-24,807653
560,1791,148,703,TEDGlobal 2009,2009-07-24,Magnus Larsson,2009-11-25,666784
561,2186,595,1012,TEDIndia 2009,2009-11-04,Mallika Sarabhai,2009-11-26,481834
562,3143,402,1073,TEDIndia 2009,2009-11-07,Shashi Tharoor,2009-11-30,1437808
563,2869,193,1030,TEDGlobal 2009,2009-07-22,Gordon Brown,2009-12-01,512817
564,3246,146,986,TEDGlobal 2009,2009-07-22,Andrea Ghez,2009-12-02,763145
565,1863,150,1034,TEDIndia 2009,2009-11-06,Anupam Mishra,2009-12-03,833308
566,2201,39,709,EG 2008,2008-12-11,Scott Kim,2009-12-04,517779
567,1549,552,762,TEDIndia 2009,2009-11-05,Sunitha Krishnan,2009-12-07,2543750
568,2429,69,881,TEDGlobal 2009,2009-07-24,Rory  Bremner,2009-12-07,1112000
569,3350,56,1254,EG 2008,2008-01-09,Marc Pachter,2009-12-09,716979
570,2439,64,1047,TEDIndia 2009,2009-11-05,Thulasiraj Ravilla,2009-12-09,297107
571,671,171,305,TEDGlobal 2009,2009-07-12,Shereen El Feki,2009-12-11,483137
572,2145,97,944,TEDGlobal 2009,2009-07-15,Loretta Napoleoni,2009-12-14,639995
573,1689,96,680,TEDIndia 2009,2009-11-06,Ryan Lobo,2009-12-15,541603
574,862,174,266,TEDIndia 2009,2009-11-05,Alexis Ohanian,2009-12-15,2066733
575,3289,56,998,TEDIndia 2009,2009-11-05,Charles Anderson,2009-12-17,553253
576,1303,115,570,TEDGlobal 2009,2009-07-24,James Geary,2009-12-17,819664
577,1443,140,641,TEDIndia 2009,2009-11-05,Shaffi Mather,2009-12-21,497172
578,1648,184,594,TEDGlobal 2009,2009-07-22,Steven  Cowley,2009-12-22,706235
579,562,168,268,TEDIndia 2009,2009-11-06,Asher Hasan,2009-12-23,415223
582,2744,93,1066,TEDGlobal 2009,2009-07-24,Bertrand Piccard,2010-01-01,778978
583,1504,380,463,TEDIndia 2009,2009-11-05,Vilayanur Ramachandran,2010-01-04,1939385
584,2216,58,798,TEDGlobal 2009,2009-07-24,Nick Veasey,2010-01-05,1780196
585,3214,304,1179,TEDxTC,2009-09-02,Dan Buettner,2010-01-06,3157446
586,2542,42,1038,TEDIndia 2009,2009-11-05,Romulus Whitaker,2010-01-07,397719
591,720,93,242,TEDIndia 2009,2009-11-06,Kartick Satyanarayan,2010-01-11,415566
592,1322,277,572,TEDIndia 2009,2009-11-06,Kiran Sethi,2010-01-12,1417163
593,364,43,174,TEDIndia 2009,2009-11-09,Lalitesh Katragadda,2010-01-13,359942
595,2752,120,1083,TED2005,2005-03-03,Charles Fleischer,2010-01-15,1055904
596,3065,296,1219,TEDMED 2009,2009-10-27,David Blaine,2010-01-19,15601385
597,921,35,394,TEDIndia 2009,2009-11-06,Ravin Agrawal,2010-01-20,437800
598,2929,151,1072,TEDMED 2009,2009-10-21,Anthony Atala,2010-01-21,1705132
602,1504,111,565,TEDMED 2009,2009-10-25,Bill Davenhall,2010-01-25,761716
603,3183,37,1122,TEDxSMU,2009-10-10,Joshua Prince-Ramus,2010-01-26,717531
604,3498,472,1194,TEDIndia 2009,2009-11-06,Eve Ensler,2010-01-27,1224278
605,783,144,286,TEDIndia 2009,2009-11-05,Jane Chen,2010-01-28,702550
606,478,238,162,TEDIndia 2009,2009-11-06,Derek Sivers,2010-01-29,2835976
608,2907,113,1081,TEDIndia 2009,2009-11-04,Sendhil Mullainathan,2010-02-01,495585
609,3306,95,1014,TEDMED 2009,2009-10-10,Jamie Heywood,2010-02-02,528451
610,2812,68,976,TEDxBoston 2009,2009-07-28,George Whitesides,2010-02-03,496827
611,3960,171,1424,TEDMED 2009,2009-10-10,David Agus,2010-02-04,696319
613,2260,196,1021,TEDxBerlin,2009-11-30,Peter Eigen,2010-02-08,741625
614,3232,1137,1313,TED2010,2010-02-20,Jamie Oliver,2010-02-11,7638978
615,1214,209,465,TED2010,2010-02-11,Blaise AgÌ_era y Arcas,2010-02-13,1718568
616,2342,250,839,TED2010,2010-02-10,David Cameron,2010-02-15,656762
617,2862,266,1318,TEDMED 2009,2009-10-10,Aimee Mullins,2010-02-17,2054164
618,2931,948,1669,TED2010,2010-02-12,Bill Gates,2010-02-18,4329332
619,2813,142,992,TEDxAmsterdam,2009-11-20,Kevin Kelly,2010-02-19,540897
620,3008,277,1101,TED2010,2010-02-13,Philip K. Howard,2010-02-21,610454
621,2844,110,1018,TEDMED 2009,2009-10-10,Eric Topol,2010-02-23,710710
622,3012,383,1183,TED2010,2010-02-10,Temple Grandin,2010-02-24,4375111
623,2508,68,1103,TEDIndia 2009,2009-11-05,Pawan Sinha,2010-02-25,840223
624,2964,189,1075,TED2010,2010-02-12,Raghava KK,2010-02-26,674090
626,2601,425,1206,TED2010,2010-02-10,Daniel Kahneman,2010-03-01,3841631
627,2845,90,1019,TEDIndia 2009,2009-11-11,Harsha Bhogle,2010-03-02,567000
628,1100,112,385,TED2010,2010-02-02,Gary Flake,2010-03-03,654080
630,2764,197,1028,TED2010,2010-02-12,James Cameron,2010-03-04,1890066
631,785,216,1008,TED2010,2010-02-02,The LXD,2010-03-05,2797058
632,3048,258,1092,Arbejdsglaede Live,2009-05-05,Srikumar Rao,2010-03-05,971594
633,1017,90,333,TED2010,2010-02-10,Tim Berners-Lee,2010-03-08,680486
634,815,210,266,TED2010,2010-02-02,Gary Lauder's new traffic sign,2010-03-09,575346
635,2350,317,1142,TED2010,2010-02-10,Dan Barber,2010-03-10,1974007
636,1499,164,545,TEDMED 2009,2009-10-10,Eric Mead,2010-03-12,1022426
638,2861,101,1093,TED2010,2010-02-02,Mark Roth,2010-03-15,708408
639,3326,82,1001,TEDMED 2009,2009-11-11,Eric Dishman,2010-03-16,384626
641,3723,1309,1203,TED2010,2010-02-12,Jane McGonigal,2010-03-17,4573252
642,3507,104,1249,TEDMED 2009,2009-10-10,Ken Kamler,2010-03-18,719238
643,3326,73,1274,TEDIndia 2009,2009-11-11,Shekhar Kapur,2010-03-19,733293
644,2845,3356,1386,TED2010,2010-02-11,Sam Harris,2010-03-22,3433437
645,683,76,334,TED2010,2010-02-02,Juliana Machado Ferreira,2010-03-23,320717
646,641,146,266,TED2010,2010-02-11,Alan Siegel,2010-03-24,876649
647,2177,180,974,TEDxNASA,2009-11-20,Joel Levine,2010-03-25,622046
648,879,180,566,TED2010,2010-02-10,Robert Gupta,2010-03-26,1163387
650,2825,270,1081,TED2010,2010-02-12,Kevin Bales,2010-03-29,857400
651,2028,152,983,TEDIndia 2009,2009-11-06,Shukla Bose,2010-03-30,940686
652,469,137,201,TED2010,2010-02-11,Kirk Citron,2010-04-01,684929
653,470,422,189,TED2010,2010-02-11,Derek Sivers,2010-04-01,6475731
654,1254,795,492,TED2010,2010-02-13,Adora Svitak,2010-04-01,4782854
656,3151,266,1154,TED2010,2010-02-12,Elizabeth Pisani,2010-04-05,1222800
657,2780,140,1172,TEDMED 2009,2009-10-26,Dean Kamen,2010-04-06,523422
658,2958,183,955,TEDxNASA,2009-09-10,Dennis Hong,2010-04-07,1922563
659,1145,59,432,TED2010,2010-02-11,Jonathan Drori,2010-04-08,403708
661,2931,2272,1141,TED2010,2010-02-11,Michael Specter,2010-04-12,1838628
662,927,117,362,TED2010,2010-02-11,Jonathan Klein,2010-04-13,1209663
663,1073,140,373,TED2010,2010-02-13,Catherine Mohr,2010-04-14,766536
664,1853,65,748,TED2009,2009-02-10,Thelma Golden,2010-04-16,524790
666,3315,77,1039,Mission Blue Voyage,2010-04-09,Edith Widder,2010-04-19,579754
667,2791,1545,1039,TED2007,2007-02-02,James Randi,2010-04-19,2611707
668,656,38,371,TED2010,2010-02-11,Frederick Balagadde,2010-04-21,295059
669,1104,181,411,TED2010,2010-02-14,Tom Wujec,2010-04-22,3917039
670,1067,89,367,TED2010,2010-02-10,Omar Ahmad,2010-04-23,538014
671,2720,150,1418,TEDIndia 2009,2009-11-05,Kavita Ramdas,2010-04-26,473956
672,2936,278,1198,TED2010,2010-02-12,Stephen Wolfram,2010-04-27,1542898
673,3075,84,1115,Mission Blue Voyage,2010-04-08,Roz Savage,2010-04-28,642744
674,2778,79,1115,TED2010,2010-02-13,George Whitesides,2010-04-28,619489
675,831,279,359,TED2010,2010-02-10,Sebastian Wernicke,2010-04-30,2212944
676,2930,206,1007,TED2010,2010-02-12,Esther Duflo,2010-05-03,876307
677,3030,1930,1084,TEDxPuget Sound ,2009-09-17,Simon Sinek,2010-05-04,34309432
678,2795,292,1099,Mission Blue Voyage,2010-04-09,Jeremy Jackson,2010-05-05,612260
679,3861,120,1375,TEDIndia 2009,2009-11-06,Anil Gupta,2010-05-06,649531
681,3286,314,1259,TED2010,2010-02-12,Nicholas Christakis,2010-05-10,1324929
682,2418,304,1018,TED2010,2010-02-12,Nathan Myhrvold,2010-05-11,851719
683,2807,98,1195,Mission Blue Voyage,2010-04-10,Enric Sala,2010-05-12,316507
684,2287,454,699,TEDxNYED,2010-03-06,Dan Meyer,2010-05-13,2465179
685,863,233,316,TED2010,2010-02-12,Julia Sweeney,2010-05-14,3362099
687,3174,585,1202,TED2010,2010-02-10,William Li,2010-05-17,4149065
688,484,650,345,TED2010,2010-02-10,Graham Hill,2010-05-18,2108816
689,2669,68,909,Mission Blue Voyage,2010-04-10,Dee Boersma,2010-05-19,358820
690,1125,212,588,TED2010,2010-04-10,Richard Sears,2010-05-20,603657
691,2615,580,1097,TED in the Field,2010-05-21,Craig Venter,2010-05-21,1086357
692,2584,1234,1008,TED2010,2010-02-06,Ken Robinson,2010-05-24,7266316
693,2566,304,936,TEDxUSC,2010-04-13,Johanna Blakley,2010-05-25,1033272
694,1001,1502,489,TED2010,2010-02-10,Sharmeen Obaid-Chinoy,2010-05-26,1057238
695,2833,139,1265,TED2010,2010-02-05,Seth Berkley,2010-05-27,541076
697,2603,88,1125,TEDxNYED,2010-04-10,Lawrence Lessig,2010-05-31,389961
698,2211,227,922,TED2010,2010-02-11,John Underkoffler,2010-06-01,1514014
699,3431,342,973,Mission Blue Voyage,2010-04-16,Brian Skerry,2010-06-01,1426130
700,1045,477,790,TED2010,2010-02-12,"Christopher ""moot"" Poole""",2010-06-02,1451649
701,2920,228,989,TEDSalon London 2010,2010-04-19,Brian Cox,2010-06-03,1616851
702,1462,142,868,TEDxUSC,2010-04-13,Adam Sadowsky,2010-06-04,1059130
703,2142,393,1182,TED2010,2010-02-11,Michael Sandel,2010-06-07,1160672
704,1872,86,946,TED2010,2010-02-10,John Kasaona,2010-06-08,327406
705,2311,491,757,TEDSalon London 2010,2010-04-19,Rory Sutherland,2010-06-09,1056987
707,2066,149,960,TED2010,2010-02-12,David Byrne,2010-06-11,1231159
708,3229,837,1141,TED2010,2010-02-10,Michael Shermer,2010-06-14,2428958
709,953,223,345,TED2010,2010-02-10,Margaret Gould Stewart,2010-06-15,777079
710,3367,62,1280,Mission Blue Voyage,2010-04-15,Peter Tyack,2010-06-16,428470
711,3867,683,1284,TEDxEdmonton,2010-03-13,Cameron Herold,2010-06-17,1579033
712,1032,155,967,TEDIndia 2009,2009-11-12,Ananda Shankar Jayant,2010-06-18,587639
713,2947,363,1059,TED2010,2010-02-12,Chip Conley,2010-06-21,2785058
714,2282,135,988,TED2010,2010-02-12,Marian Bantjes,2010-06-22,629753
715,3083,147,1138,TEDSalon London 2010,2010-04-25,Charles Leadbeater,2010-06-23,772299
716,982,287,541,TEDIndia 2009,2009-11-11,Aditi Shankardass,2010-06-24,957087
717,860,138,350,TED2010,2010-02-12,Hillel Cooperman,2010-06-25,1014201
718,2077,294,787,TED@Cannes,2010-06-22,Clay Shirky,2010-06-28,954924
719,2803,118,1163,TEDxAtlanta,2010-01-26,Ellen Dunham-Jones,2010-06-29,668454
720,2666,69,942,Mission Blue Voyage,2010-04-10,Stephen Palumbi,2010-06-30,362741
